,Unnamed: 0,id,topic,from,to,contents,date,type
2677,2677,2918,First Mile Connectivity Project,SHRI CHANDRA SEKHAR SAHU & ,COAL,"(a) whether an innovative Remotely Piloted Aircraft
System (RPAS) at Mahanadi Coalfields Ltd (MCL) was
inaugurated in the recent past; (b) if so, the details thereof and the salient features of the said system; (c) whether first mile connectivity project-Lajkura SILO has also been inaugurated; (d) if so, the details thereof and the extent to which
dispatch capacity of Mahanadi Coalfields Ltd. will be
improved from this project; (e) whether some additional employment opportunity
will also be increased from the operation of first mile
connectivity project; and (f) if so, the details in this regard?",2021-12-15,UNSTARRED
2678,2678,2919,Crime in Trains,SHRIMATI KESHARI DEVI PATEL,RAILWAYS,"(a) whether incidents of theft, dacoity, pickpocketing
etc. and other criminal activities are increasing in Rajdhani
and Superfast long distance trains; (b) if so, the details of the steps taken to check the said incidents; (c) whether crimes are committed in trains running
between Delhi and Kolkata along with the number of
such incidents registered during the last three years
including the steps taken by the Government to solve of
such problems; (d) whether the incidents of parcel theft has increased during the last five years; (e) if so, the steps taken to check it; (f) whether such crimes are committed allegedly with the collusion of railway employees; (g) if so, the steps taken by the Government in this regard; and (h) the number of employees/officers found involved
in the said incidents along with the details of the action
taken against them?",2021-12-15,UNSTARRED
2679,2679,2920,Special Trains in Bhubaneshwar,SHRIMATI APARAJITA SARANGI,RAILWAYS,"(a) whether the Government runs tourism special or
rail tour trains in Bhubaneswar and if so, the details
thereof; 544 (b) whether the Government is planning to increase
the frequency of such trains or add coaches to the
existing trains; (c) if so, the details thereof; and (d) the details of the passengers travelling in
tourism special or rail tour trains during the last five
years?",2021-12-15,UNSTARRED
2680,2680,2921,Telecom Infrastructure Programme,SHRI ARUN KUMAR SAGAR,COMMUNICATIONS,"(a) whether funds have been allocated under telecom
infrastructure programme during the last three years;
and (b) if so, the year-wise/State-wise details thereof along with its utilization?",2021-12-15,UNSTARRED
2681,2681,2922,Black Marketing of Commodities,SHRI VISHNU DAYAL RAM,CONSUMER AFFAIRS,"(a) whether the Ministry is aware of any incidents
of black-marketing of essential commodities during the
Covid-19 pandemic; (b) if so, the details thereof; (c) whether the Ministry took relevant measures to
curb black-marketing of essential commodities during
the Covid-19 pandemic; (d) if so, the details thereof; and (e) if not, the reasons therefor?",2021-12-15,UNSTARRED
2682,2682,2923,Import of Edible Oil,SHRI LALLU SINGH,CONSUMER AFFAIRS,"(a) whether 70 per cent edible oil is imported to cater to the needs of the country; (b) if so, the details of the edible oil imported during the last three years; (c) whether Government is working on any scheme
to make the country self reliant in the field of oilseeds;
and (d) if so, the details thereof?  
 .",2021-12-15,UNSTARRED
2683,2683,2924,SBG Yojana in Andhra Pradesh,SHRI P V  MIDHUN REDDY & SHRI N  REDDEPPA & SHRI KURUVA GORANTLA MADHAV & SHRI POCHA BRAHMANANDA REDDY,COMMUNICATIONS,"(a) the status of implementation of Sampoorna Bima
Gram (SBG) Yojana in Andhra Pradesh including the
number of villages covered under it, district-wise; and (b) the number of villages in Andhra Pradesh which
are still deprived of Sampoorna Bima Gram (SBG) Yojana,
and the reasons of the same?",2021-12-15,UNSTARRED
2684,2684,2925,Doubling of Villupuram-Thanjavur rail line,SHRI RAMALINGAM S,RAILWAYS,"(a) whether the preliminary survey report for
doubling of Villupuram-Thanjavur railway section via
Mayiladuthurai has been submitted to Railway Board;
and (b) if so, whether the report has been approved and
included in the works planned for 2022-2023 and if not,
the reasons for delay in submission of the report?",2021-12-15,UNSTARRED
2685,2685,2926,Budget for One Nation One Ration Card Scheme,SHRI MITESH RAMESHBHAI PATEL (BAKABHAI),CONSUMER AFFAIRS,"(a) whether the Union Government has formulated
any scheme to implement ‘One Nation One Ration Card’
(ONORC) scheme; (b) if so, the details of the working plan for implementing ONORC scheme; (c) the details of allocated budget to implement the scheme; and (d) the manner in which the Government would
assist the labourers whose ration card have not been
upgraded for new system so far?",2021-12-15,UNSTARRED
2686,2686,2927,Resumption of Trains in Kerala,ADV  A M  ARIFF,RAILWAYS,"(a) whether the Government has taken any steps to
resume all passenger and express-type train services in
Kerala as per pre-COVID-19 period and if so, the details
thereof; (b) the list of passenger-type and express-type train
services originating from Kerala, which are yet to resume
the services after COVID-19 period?; (c) whether the Government is aware that several
stops of passenger-type and express-type train services
running through Kerala before the COVID-19 period
have been curtailed on resuming the services; (d) if so, the train-wise names of such stoppages which have been curtailed in Kerala; and (e) whether the Government is aware that commuters
are facing hardships due to the curtailment of stoppages
and if so, whether the Government intends to re-introduce
all such stops immediately; and (f) if so, the timeframe fixed for this purpose?",2021-12-15,UNSTARRED
2687,2687,2928,Vacant Posts in Government of India,SHRI S  VENKATESAN,PRIME MINISTER,"(a) the details of Government of India vacancies
arose in Tamil Nadu and the details of selected
candidates, along with their State of Domicile, where
they completed their 12th and 10th class; and (b) the details of such selected candidates, who
were/are transferred out and seeking transfer out of
State of Tamil Nadu, as on date, Ministry/Department-
wise?",2021-12-15,UNSTARRED
2688,2688,2929,MPLAD Accounts,SHRI PALLAB LOCHAN DAS,STATISTICS  AND PROGRAMME IMPLEMENTATION,"(a) whether due to COVID-19, completion of
works/settling of MPLADs accounts of 16th Lok Sabha,
was effected within 18 months; (b) if so, the details thereof; (c) whether the unutilised/unsanctioned fund of
16th Lok Sabha will be transferred to successor MP; and (d) if so, the details of the funds not committed to
works by 16th Lok Sabha MP of Tezpur constituency?",2021-12-15,UNSTARRED
2689,2689,2930,Post Offices Operating Across Jharkhand,SHRI SANJAY SETH,COMMUNICATIONS,"(a) the number of Post Offices operating across
Jharkhand including Ranchi along with the total number
of employees and officers employed along with the
profit earned by India Post from Jharkhand and
Ranchi; (b) the schemes envisioned to ensure expansion of postal services; and (c) the number of schemes of the Government being
implemented through Postal Department and Post Offices
along with the number of persons benefited from the
schemes indicating the details thereof?",2021-12-15,UNSTARRED
2690,2690,2931,Flood Warning System,SHRI RAJIV PRATAP RUDY,EARTH SCIENCES,"(a) the details of the current mechanism being followed to predict the rainfall; (b) whether the Ministry is considering to take any
steps to devise an intelligent prediction system with
modern analytic tools by using local weather information
for rainfall prediction; (c) if so, the details thereof and if not, the reasons therefor; (d) the details of current flood warning system
being used in the country with their impact and efficacy,
specially for Bihar; and (e) whether the Government is taking any steps to
improve the system, if so, the details thereof and if not,
the reasons therefor?",2021-12-15,UNSTARRED
2691,2691,2932,Godowns of Food Corporation of India,SHRI JUGAL KISHORE SHARMA & SHRIMATI RITI PATHAK & SHRIMATI GEETA KORA,CONSUMER AFFAIRS,"(a) the number of godowns of Food Corporation of
India in Madhya Pradesh, Jharkhand and Jammu-Kashmir
at present; (b) whether foodgrains are stored in these godowns
more than the capacity which leads to rotting of
foodgrains; and (c) if so, the details thereof?",2021-12-15,UNSTARRED
2692,2692,2933,Increase in Coaches,SHRI BALASHOWRY VALLABHANENI & ,RAILWAYS,"(a) whether there have been demands to increase
number of coaches in various trains to accommodate
more and more passengers; (b) if so, instead of increasing number of coaches,
the reasons why South Central Railway (SCR) has
decreased sleeper coaches in the express trains namely
Narayanadri, Venkatadri, Gowtami, Simhapuri, etc.; and (c) the time by when the Railways is going to
restore the removed coaches in trains under SCR Zone?",2021-12-15,UNSTARRED
2693,2693,2934,Food Chain Supply,SHRIMATI JASKAUR MEENA,RAILWAYS,"(a) the details of steps taken by the Government to
increase the food chain supply in the whole cournty;
(b) the targets set for the same and the details of achievements made so far; (c) the number of States lined with this supply chain; (d) whether milk is also covered under their supply chain; and (e) if so, the details thereof?",2021-12-15,UNSTARRED
2694,2694,2935,Operational Feasibility Report,SHRI MOHANBHAI KALYANJI KUNDARIYA,RAILWAYS,"(a) whether any operational feasibility was done in
regard to spare lay over rake of 24 coaches weekly train
19565/19566 for its bi-weekly or tri-weekly operation
between Okha-Delhi Sarai Rohilla; (b) if so, the time when the operational feasibility
report was sent to the authorities for further action and
the details of follow up action taken thereon; (c) the reasons behind keeping the issue in abeyance
inspite of issuance of operational feasibility, whereas it
is a source of revenue generation for the Railways; and (d) the time likely to be taken for giving concurrence in this regard?",2021-12-15,UNSTARRED
2695,2695,2936,Modern Automatic Weather Stations,SHRI SAUMITRA KHAN,EARTH SCIENCES,"(a) whether any modern automatic weather stations have been set up in West Bengal; (b) if so, the details thereof, location-wise; (c) whether the Government has taken any steps to
link these weather stations with micro insurance
programmes for farmers and if so, the details thereof; (d) whether the Government proposes to sanction any new project in Bishnupur Constituency; (e) if so, whether there is any Government programme
to understand the nature of monsoon pattern in these
areas; and (f) if so, the details thereof?",2021-12-15,UNSTARRED
2696,2696,2937,Trade with Nepal,SHRI ANUBHAV MOHANTY,COMMERCE AND INDUSTRY,"(a) whether there was a huge trade disruption
between India and Nepal during September, 2015 which
resulted in Nepal reducing its imports from India by
almost 40%; (b) if so, whether the situation has been restored to normalcy and if so, the details thereof; (c) whether the trade between both the countries has increased to prior to September, 2015; (d) if so, the details thereof; and (e) if not, the steps taken/being taken by the
Government to improve the trade relationship between
both the countries?",2021-12-15,UNSTARRED
2697,2697,2938,Foreign Direct Investment,SHRI RATTAN LAL KATARIA,COMMERCE AND INDUSTRY,"(a) whether India has received record Foreign Direct Investment (FDI) during the last seven years; (b) if so, the details thereof; (c) whether the Government is taking concrete steps to attract FDI in future; (d) if so, the details thereof; and (e) the names of the sectors where FDI received is
being utilised from the foreign countries and the manner
in which it is facilitating the development of India?",2021-12-15,UNSTARRED
2698,2698,2939,Rubber Farmers,SHRI THOMAS CHAZHIKADAN & ,COMMERCE AND INDUSTRY,"(a) whether the Government is aware that rubber
farmers in Kerala are not getting adequate price for their
product vis-a-vis expenditure; (b) if so, the details thereof; (c) whether the Government has any plans to provide
subsidy to rubber farmers so that the farmers can get the
price of rupees 250 per kg; and (d) if so, the details thereof?",2021-12-15,UNSTARRED
2699,2699,2940,Proper Storage Facility,SHRI SHANKAR LALWANI,CONSUMER AFFAIRS,"(a) whether the Government has prepared any
scheme to ensure the availability of tomato, potato and
onion across the country without the fluctuation of its
prices throughout the year; (b) if so, the details thereof and if not, the reasons therefor; (c) whether the Government has prepared any plan
for the proper storage facility for tomato, onion and
potato; and (d) if so, the district-wise details thereof in Madhya Pradesh?",2021-12-15,UNSTARRED
2700,2700,2941,Rice Procurement,SHRI NAMA NAGESWARA RAO,CONSUMER AFFAIRS,"(a) whether the Union Government has recently
received a proposal from the State Government of
Telangana to procure parboiled rice in the present kharif
season through Food Corporation of India (FCI) and if
so, the details thereof and reaction of the Government
thereto; (b) whether the Government has received a proposal
from the State Government of Telangana to enhance the
Centre’s procurement target from the existing 40 lakh
metric tonnes to 90% of the total production in the
present kharif season; (c) if so, the details thereof and reaction of the Government thereto; and (d) the details of measures taken to alleviate the
financial distress of Telangana farmers on account of
faulty paddy procurement policies of the Union
Government?  
 .",2021-12-15,UNSTARRED
2701,2701,2942,Jiribam-Imphal Railway Line Project,SHRI SHRIRANG APPA BARNE & SHRI RAVINDRA KUSHWAHA & SHRI SUBRAT PATHAK & SHRI RAVI KISHAN & SHRI SUDHEER GUPTA & SHRI SANJAY SADASHIVRAO MANDLIK & SHRI PRATAPRAO JADHAV & SHRI MANOJ TIWARI & SHRI BIDYUT BARAN MAHATO,RAILWAYS,"(a) whether the Railways is constructing the world’s
tallest bridge pier in Manipur on Jiribam-Imphal railway
line/project and if so, the details thereof; (b) the total funds sanctioned, released and likely to be spent on the said project; (c) the time by which it is likely to be completed and the steps taken by the Government in this regard; (d) whether such railway projects will serve the dual
purpose of ecouragement to tourism and will also provide
cushion to the national security and if so, the details
thereof; and (e) whether the Government proposes to start more
such projects, particularly in border States to serve the
dual purpose of tourism and security in addition to
development of the nation and if so, the details in this
regard; State-wise?",2021-12-15,UNSTARRED
2702,2702,2943,Vacant Railway Land,SHRI KANAKMAL KATARA & SHRI R K  SINGH PATEL & SHRIMATI KESHARI DEVI PATEL,RAILWAYS,"(a) the details of the railway land lying vacant in
Prayagraj, North Central Railway and Northern Railway; (b) whether there is any plan for the commercial use of these vacant land and if so, the details thereof; (c) whether the Railway Land Developmet Authority
(RLDA) has been entrusted to do the said work; and (d) if so, the details in this regard?",2021-12-15,UNSTARRED
2703,2703,2944,Profit by Private Sector in Railways,SHRI DEEPAK BAIJ,RAILWAYS,"(a) whether the profit of the private sector is
constantly increasing in those works which have been
allocated to them by the Railways; 548 (b) if so, the works allocated by the Railways to the private sector; (c) the details of the cost incurred and income
generated by the private sector in lieu of the said works
during the last five years; and (d) the reasons for allocation of various works to the private sector/firms by the Railways?",2021-12-15,UNSTARRED
2704,2704,2945,Closure of Mines,SHRIMATI MANEKA SANJAY GANDHI,MINES,"(a) whether the Government is seeking the assistance of the World Bank for the closure of mines; (b) if so, whether this includes financial assistance, and if so, the details thereof; and (c) whether the Government had sought the
assistance of the World Bank for coal related projects in
the past and if so, the details thereof?",2021-12-15,UNSTARRED
2705,2705,2946,Extension of Trains,SHRI RAMESHBHAI LAVJIBHAI DHADUK,RAILWAYS,"(a) whether devotees from Saurashtra come to
Haridwar all through the year and 6 lakh people came to
Haridwar last year to take a holy dip in the Ganga but
the common people are facing difficulties in the booking
of Uttarachal express as all the seats of the said weekly
train are booked within three minutes of the opening of
online ticket booking and if so, the facts thereof; (b) whether Uttarachal Express should be operated
at least thrice a week in view of the above mentioned
situation; (c) whether Delhi-Porbandar train should be extended
to Haridwar via Jetalsar-Dhoraji-Upleta and if so, the
details thereof; (d) whether Haridwar-Delhi-Ahmedabad mail should
be extended to Rajkot and operated on daily basis so
that the people in Saurashtra are able to use the daily
service of the said train to reach Haridwar; (e) if so, whether the said train should be operated
daily or thrice a week as the people of Saurashtra have
waited for the said train for the last 22 years; and (f) if so, the response of the Government in this regard?",2021-12-15,UNSTARRED
2706,2706,2947,Fund Allocation for Bharat Gaurav Train,DR  HEENA GAVIT & SHRI HARISH DWIVEDI &  & DR  SHRIKANT EKNATH SHINDE & DR  SUJAY RADHAKRISHNA VIKHE PATIL & SHRI KOTHA PRABHAKAR REDDY & SHRI DHAIRYASHEEL SAMBHAJIRAO MANE & SHRI P RAVINDHRANATH & SHRI KANUMURU RAGHU RAMA KRISHNA RAJU & SHRI UNMESH BHAIYYASAHEB PATIL,RAILWAYS,"(a) the details of the Bharat Gaurav trains being
launched under Indian Railways to tap the huge potential
of tourism; (b) the details of the funds allocated, sanctioned
and planned to be disbursed for the next five years,
State/ Union Territory-wise; (c) the tentative timeline and schedule on which the
trains will be made operational, State/Union Territory-
wise especially of States of Maharashtra and Andhra
Pradesh; (d) whether the Government has also proposed to spare 180 trains exclusively for the same; (e) the details of special facilities being offered by the Government in these trains; (f) whether sector level contractors are being taken
into consideration to begin the operation of the said
train; and (g) the details of total employment and revenue likely to be generated by undertaking this project?",2021-12-15,UNSTARRED
2707,2707,2948,Shifting Production from China to India,SHRI RAKESH SINGH,COMMERCE AND INDUSTRY,"(a) whether the global companies are closing their
business in China and moving to other countries and if
so, the details thereof; (b) whether the Government has taken any steps to
set up global business in the country and to take
advantage of the said opportunity; (c) if so, the details thereof; (d) whether the Government has got success in the
said work and the said global companies have set up
their business in the country; and (e) if so, the details thereof?",2021-12-15,UNSTARRED
2708,2708,2949,MOIL India Ltd.,DR  DHAL SINGH BISEN & ,STEEL,"(a) the details of names of various mines falling
under the Balaghat Parliamentary Constitutuency under
the MOIL India Ltd.; (b) whether there is any provision for adopting the
villages falling under the mine area by the MOIL
companies; (c) if so, the mine-wise details of the villages adopted
by the MOIL India Ltd. in Balaghat Parliamentary
constituency; (d) whether there is any provision to grant funds for
village development by the MOIL management in villages
adopted by the MOIL India Ltd. and if so, the details
thereof; and (e) the mine-wise details of various works carried
out in these villages during the last five years including
the cost incurred upon such works?",2021-12-15,UNSTARRED
2709,2709,2950,Flash Flood Guidence Services,DR  RAMAPATI RAM TRIPATHI,EARTH SCIENCES,"(a) whether India and the entire world is facing
extreme weather conditions during the last few decades; (b) if so, the details of extreme weather conditions observed in the country during the last decade; (c) the location-wise estimated loss of lives and property in the said extreme weather conditions; (d) whether India Meteorological Department has
introduced the Flash Flood Guidance Services to combat
the situation of flash floods in the country; and (e) if so, the details of such locations in the country
where infrastructure for such services has been set up?",2021-12-15,UNSTARRED
2710,2710,2951,Rail Vikas Nigam Limited,SHRI UDAY PRATAP SINGH,RAILWAYS,"(a) whether Rail Vikas Nigam Limited (RVNL) an
undertaking of the Ministry of Railways has extented
construction of new railway line for a private company
Krishnapattnam Railway Company Limited (KRCL) and
has spent more fund on this line from Railway/RVNL
fund without receiving required payment from KRCL; (b) if so, the outstanding amount with interest received by RVNL from this company; (c) whether there is any instance of Railways amount
lying with private company connecting into unsecured
advance and if so, the details thereof;  
 . (d) the Government rules and procedure on the above issue; (e) whether the said rules have been adhered to by
RVNL in this regard and if so, the details thereof; and (f) if not, the action taken by the Government against defaulting?",2021-12-15,UNSTARRED
2711,2711,2952,Expediting Procurement,SHRI AJAY NISHAD,CONSUMER AFFAIRS,"(a) whether the Government has formulated any
action plan to expedite the procurement at the purchase
centres of Food Corporation of India (FCI); (b) if so, the details thereof; (c) whether the Government has made any assessment of the services/delivery of the FCI; and (d) if so, the details thereof and the outcome thereof?",2021-12-15,UNSTARRED
2712,2712,2953,Restoration of MPLADS Scheme,SHRI BHARTRUHARI MAHTAB,STATISTICS  AND PROGRAMME IMPLEMENTATION,"(a) whether the Government has approved restoration
and continuation of the Member of Parliament Local
Area Development Scheme (MPLADS) till 2025-26; (b) if so, the details thereof; (c) whether the Government is contemplating to
include digitally empowering tools such as smartphones
as durable assets that can be recommended by MPs
under the scheme; (d) if so, the details thereof; and (e) the other measures and guidelines issued under
the MPLADS suited to the needs of a post Covid-19
scenario?",2021-12-15,UNSTARRED
2713,2713,2954,Construction of Bilaspur-Leh Railway Line,SHRI KISHAN KAPOOR,RAILWAYS,"(a) the time by which the construction of Bilaspur-
Leh railway line under the railway line expansion in
Himachal Pradesh is likely to be began; (b) the time by which the said work is likely to be completed; 550 (c) whether there is any proposal under the
consideration with the Government for connecting the
Pathankot-Jogindra Nagar rail route with the above said
railway line; and (d) if so, the details thereof?",2021-12-15,UNSTARRED
2714,2714,2955,Production Cost of Coal,SHRI KRUPAL BALAJI TUMANE,COAL,"(a) the production cost of Coal India and private companies in the country; (b) the reasons for difference in the production cost; (c) whether the Government has taken the cognizance of this matter and if so, the details thereof; (d) whether the mines of Western Coal Limited
(WCL) are closed due to higher production cost/running
in loss and if so, the details thereof; (e) whether the Government has any proposal to
restart the mines of WCL and if so, the details thereof; (f) whether the Government proposes to work in
joint venture with any experienced mining partner and if
so, the details thereof; and (g) the steps taken by the Government to protect
the WCL and to ensure that the Coal India Limited earn
profit?",2021-12-15,UNSTARRED
2715,2715,2956,Decrease in Revenue Generation,SHRI GIRISH CHANDRA & SHRI PARTHIBAN S R,RAILWAYS,"(a) whether Indian Railways has incurred any loss
or decrease in revenue generated during the last one
year; (b) if so, the details thereof; (c) whether the Railways had made any cut in the
incentives or other allowances given to the employees
during the last one year; and (d) if so, the details thereof?",2021-12-15,UNSTARRED
2716,2716,2957,Scrap Disposal Policy,SHRI E T  MOHAMMED BASHEER,PRIME MINISTER,"(a) whether the Government has launched scrap
disposal policy under Personnel and Public Prievances
and Pension Ministry as a part of Swachh Bharat;  
 . (b) if so, the details and outcome thereof; (c) whether the Government has planned to open up the scope of the projects; and (d) if so, the details thereof?",2021-12-15,UNSTARRED
2717,2717,2958,Backward Districts,SHRIMATI JYOTSNA CHARANDAS MAHANT & SHRI BALASHOWRY VALLABHANENI,PLANNING,"(a) whether any plan has been formulated by the
Government to bring backward districts at par with other
developed districts of the country and if so, the details
thereof; (b) the name and details of districts identified under
the said category in Chhattisgarh and Andhra Pradesh; (c) the number of previously created and newly
created districts of Chhattisgarh State for which efforts
are being made to identify and develop; (d) the details of performance indicators selected to
develop these districts and the manner in which these
indicators are being implemented in the above identified
districts in Andhra Pradesh; (e) the provisions relating to backward districts in
Andhra Pradesh Reorganisation Act and the details of
steps taken by the Government to fulfill provisions of
the Act; and (f) the details of Budgetary allocation/grants made
to various backward districts identified during the last
year and current year?",2021-12-15,UNSTARRED
2718,2718,2959,Digital India Internship,SHRIMATI POONAM MAHAJAN,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) the details of Digital India Internship Scheme across the country; (b) the details of number of persons who have been
benefited from this scheme in the State of Maharashtra;
and (c) the details of number of students who have got
the benefit under Digital India Internship Scheme so far?",2021-12-15,UNSTARRED
2719,2719,2960,Ration Dealers,SHRI MOHAMMED FAIZAL P P & SHRI BENNY BEHANAN & ,CONSUMER AFFAIRS,"(a) whether the Government has introduced any
new scheme for the welfare of Authorised Retail Dealers
(ARDs) in the country and if so, the details thereof; (b) whether remuneration packages introduced to
the ARDs in Kerala are low and if so, the details thereof; (c) the details of the average monthly income of ARDs in Kerala; (d) whether any commissions were given to ARDs
who played a crucial role during natural calamities and
Covid-19 pandemic by actively participating in food
distribution, etc.; (e) if so, the details thereon and if not, the reasons therefor; (f) whether any compensations were given to the
families of the 62 members in the field of ARDs who lost
their life due to the Covid-19 pandemic; and (g) if so, the details thereof?",2021-12-15,UNSTARRED
2720,2720,2961,Station Redevelopment Project Scheme,SHRI BHOLA SINGH & DR  SUKANTA MAJUMDAR & SHRI VINOD KUMAR SONKAR & SHRI BHAGWANT MANN & SHRI RAJA AMARESHWARA NAIK & DR  JAYANTA KUMAR ROY,RAILWAYS,"(a) whether the Government has entrusted Rail Land
Development Authority for implementation of station
redevelopment projects scheme across the country
including West Bengal, Uttar Pradesh and Punjab; (b) if so, the details thereof along with the salient features of the scheme; (c) whether the Government has decided to renovate
the railway stations in the country under its railway
stations redevelopment programme through leveraging
of commercial development of vacant land/air space in
and around these selected stations; (d) if so, the details thereof, State-wise; (e) the number of the stations being considered for
renovation and redevelopment, particularly in West
Bengal, Uttar Pradesh and Punjab; and (f) the new initiatives/steps taken by the Rail Land Development Authority during the last three years?",2021-12-15,UNSTARRED
2721,2721,2962,IT facilities for Students,SHRI VINOD L  CHAVDA & ,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) whether electronics and IT facilities are not
available to the students of economically weaker sections
in the country and if so, the details thereof along with
reaction of the Government thereto; and (b) the details of the steps taken by the Government in this regard?",2021-12-15,UNSTARRED
2722,2722,2963,Generation of Jobs by Startups,SHRIMATI RITI PATHAK & SHRIMATI NAVNEET RAVI RANA,COMMERCE AND INDUSTRY,"(a) the number of job opportunities generated by
startups in the country, particularly those in Maharashtra
and Madhya Pradesh during the last three years along
with the year-wise contribution made by such companies
in the Gross Domestic Production of the country;
and (b) the steps taken by the Government to promote
private investment in startups including the promotional
package being given by the Government in this
regard?",2021-12-15,UNSTARRED
2723,2723,2964,Stalled Railway Projects,SHRI RODMAL NAGAR,RAILWAYS,"(a) whether the Government has prepared any
scheme to complete the railway projects stalled by the
State Governments due to lack of budget, at the
earliest; (b) if so, the details thereof and if not, the reasons therefor; and (c) the details of the railway projects stalled by the
States/UTs including Ramganj mandi railway line in
Rajgarh, Madhya Pradesh State/UT/project-wise?",2021-12-15,UNSTARRED
2724,2724,2965,Expansion of New Rail Lines,SHRIMATI GEETA KORA & SHRIMATI RITI PATHAK & SHRI JUGAL KISHORE SHARMA,RAILWAYS,"552 (a) whether the Government has any proposal
regarding expansion of new rail lines of Madhya Pradesh,
Jharkhand and Jammu and Kashmir; (b) if so, the details thereof; (c) whether any action has been taken by the Railways in this regard; and (d) if so, the details thereof?",2021-12-15,UNSTARRED
2725,2725,2966,Cooperative Sugar Mills,SHRI JAGDAMBIKA PAL,CONSUMER AFFAIRS,"(a) the State-wise details of cooperative sugar mills
in India along with the number of farmers benefited by
these mills; (b) the sugar statistics for the last two sessions of
sugarcane, particularly for the State of Uttar Pradesh; (c) whether the ethanol production from the sugar factories has increased; (d) if so, the details thereof; (e) the details of brown sugar produced by both the cooperative and private sugar mills; and (f) the units of electricity produced by the sugar
mills annually along with the revenue generated through
electricity production?",2021-12-15,UNSTARRED
2726,2726,2967,Paddy Procurement,SHRI ANUMULA REVANTH REDDY,CONSUMER AFFAIRS,"(a) the details of total paddy procurement done during the last 10 years, year-wise and State-wise; (b) whether the Government has currently stopped paddy procurement at MSP from any State; (c) if so, the reasons therefor; (d) whether the Government has taken any steps to
ensure that people get a fair price for their produce in
the open market; and (e) if so, the details thereof?",2021-12-15,UNSTARRED
2727,2727,2968,Geological Survey of  India,SHRI KOMATI REDDY VENKAT REDDY,MINES," 
 . (a) whether the Geological Survey of India(GSI) has
given works to Government and other private
organizations to carry out various types of tasks and if
so, the details thereof during the last five years and
current year including pre and post Covid period, State-
wise; (b) if so, the details of works carried out/pending till date, State wise; (c) the reasons for pending works and works which
have not been completed in the given time period; and (d) whether the GSI has received requests from
various Government organisations/private companies for
reimbursement of penalty deducted in respect of works
carried out for projects including Multisensor Aero-
geophysical surveys over OGP and adjoining areas of
the GSI and if so, the details thereof and action taken
thereon?",2021-12-15,UNSTARRED
2728,2728,2969,Setting up of Textile Industry,SHRI SUNIL KUMAR,TEXTILES,"(a) whether any special plan is being formulated for
Tharu tribes in Valmiki Nagar, Bihar parliamentary
constituency; (b) if so, the details thereof; and (c) whether the Government proposes to set up or
is likely to set up a textile industry in Valmiki Nagar,
Bihar and if so, the details thereof?",2021-12-15,UNSTARRED
2729,2729,2970,Constuction work of Latur Coach Factory,SHRI SUDHAKAR TUKARAM,RAILWAYS,"(a) the current status of the construction work of Latur coach factory; (b) the time by which the construction work of this
factory is targetted to be completed and the production
of coaches is likely to be started along with the reasons
for delay, if any, in this regard; and (c) the steps taken by the Government to ensure the
start of coach manufacturing work from Latur coach
factory at the earliest?",2021-12-15,UNSTARRED
2730,2730,2971,Point of Sale Machines,SHRI LORHO S  PFOZE & ,CONSUMER AFFAIRS,"(a) whether it is a fact that Government has launched
‘One Nation, One Ration Card’ scheme to enable ration-
card holders to access ration from any PDS shop in the
country; (b) if so, the steps taken by the Government to
install Point of Sale (POS) machines across the country
to enable the same; (c) the number of PDS shops enabled with POS
machines and the number still not covered with POS
machines in Northeast India, especially in Manipur; and (d) the timeframe by which all PDS shops would be POS-enabled in Northeast India, including Manipur?",2021-12-15,UNSTARRED
2731,2731,2972,Withdrawl of Stoppages in Karnataka,SHRI B Y  RAGHAVENDRA & DR  UMESH G  JADHAV & SHRI SANGANNA AMARAPPA,RAILWAYS,"(a) whether the Railways has withdrawn the
stoppages of many trains at various stations in Karnataka
in view of COVID-19,; (b) if so, the details thereof, station-wise and District- wise; (c) whether the Government has taken any decision
to restore the stoppages at such stations and if so, the
details thereof; and (d) the details of the number of trains which were
restored in Karnataka after the receiving requests from
Members of Parliament?",2021-12-15,UNSTARRED
2732,2732,2973,Merger of Steel Plants,SHRI KALYAN BANERJEE,STEEL,"(a) whether Steel Executives Federation of India
(SEFI) has been seeking strategic merger of the steel
public sector units in the country; (b) if so, the details of the proposal thereon; (c) the present status of strategic disinvestment of Sail PSUs in the country therefor; and (d) the details of the proposal for merger of alloy
steel plant with Durgapur steel plants in West Bengal?  
 .",2021-12-15,UNSTARRED
2733,2733,2974,Construction of Broad Gauge Railway Line,SHRI OMPRAKASH BHUPALSINH alias PAWAN RAJENIMBALKAR,RAILWAYS,"(a) whether the appointment of an institute is a must for demarcation of any land; (b) if so, whether the Government has allocated the
required funds for appointment of an institute that will
demarcate the proposed land included in the project for
construction of Solapur-Tuljapur-Usmanabad new broad
gauge railway line and if so, the details thereof; (c) whether the Government is aware that the funds allocated in the year 2020-21 is insufficient; and (d) if so, the steps taken by the Government in this regard?",2021-12-15,UNSTARRED
